1,0,36,0.28,10.08
1,1,40,0.42,16.8
1,2,48,0.56,26.88
1,4,49,0.83,40.67
1,5,37,1.15,42.55
1,9,50,0.73,36.5
1,10,50,0.26,13.0
1,11,45,0.16,7.2
1,12,42,0.43,18.06
1,13,43,0.75,32.25
1,14,41,0.18,7.38
1,15,46,1.07,49.22
1,19,38,1.15,43.7
1,20,40,0.83,33.2
1,21,45,1.0,45.0
1,22,27,1.08,29.16
1,23,22,0.88,19.36
1,24,51,0.41,20.91
1,26,32,0.44,14.08
1,27,40,1.12,44.8
1,29,37,0.55,20.35
1,30,31,0.36,11.16
1,31,51,0.74,37.74
1,32,31,0.92,28.52
1,34,41,0.88,36.08
1,36,40,1.08,43.2
1,37,37,0.19,7.03
1,38,42,1.13,47.46
1,39,38,0.2,7.6
1,40,40,0.73,29.2
1,41,44,0.72,31.68
1,42,32,0.55,17.6
1,43,38,0.5,19.0
1,45,33,0.81,26.73
1,46,46,0.24,11.04
1,47,44,0.27,11.88
1,48,34,0.97,32.98
1,49,27,0.22,5.94
1,50,47,0.52,24.44
1,51,40,0.39,15.6
1,52,30,0.5,15.0
1,54,50,0.22,11.0
1,55,48,0.82,39.36
1,56,50,0.62,31.0
1,57,54,0.74,39.96
1,58,46,0.36,16.56
1,59,35,0.9,31.5
1,60,36,0.32,11.52
1,61,36,0.18,6.48
1,62,43,0.71,30.53
1,63,51,0.76,38.76
1,64,32,0.9,28.8
1,66,53,0.51,27.03
1,67,33,0.34,11.22
1,70,44,0.44,19.36
1,71,44,0.87,38.28
1,73,34,0.84,28.56
1,74,42,0.88,36.96
1,75,38,0.76,28.88
1,78,33,0.42,13.86
1,79,43,0.94,40.42
1,80,44,0.51,22.44
1,81,56,0.76,42.56
1,82,44,0.6,26.4
1,84,23,0.38,8.74
1,85,42,0.37,15.54
1,86,56,0.49,27.44
1,87,25,0.99,24.75
1,88,23,0.75,17.25
1,89,54,1.04,56.16
1,90,48,0.36,17.28
1,91,39,0.86,33.54
1,92,44,0.97,42.68
1,93,25,0.94,23.5
1,95,37,0.32,11.84
1,97,56,0.67,37.52
1,98,47,0.77,36.19
1,99,43,0.16,6.88
1,100,42,0.38,15.96
1,101,30,0.76,22.8
1,102,37,0.28,10.36
1,103,42,0.42,17.64
1,104,50,0.92,46.0
1,105,49,0.75,36.75
1,106,53,0.6,31.8
1,108,43,0.19,8.17
1,110,50,0.38,19.0
1,111,40,0.2,8.0
1,112,46,0.37,17.02
1,113,32,1.1,35.2
1,114,34,0.94,31.96
1,115,51,0.66,33.66
1,117,27,0.39,10.53
1,118,46,0.38,17.48
1,119,45,0.44,19.8
1,122,52,0.3,15.6
1,124,54,0.56,30.24
1,125,29,0.53,15.37
1,126,44,1.08,47.52
1,127,42,0.4,16.8
1,128,40,0.96,38.4
1,129,46,0.8,36.8
1,130,53,0.52,27.56
1,131,42,0.31,13.02
1,132,37,1.0,37.0
1,133,42,0.55,23.1
1,135,50,0.89,44.5
1,136,48,0.83,39.84
1,137,45,0.57,25.65
1,139,27,1.0,27.0
1,140,33,0.5,16.5
1,141,33,1.06,34.98
1,142,48,0.5,24.0
1,143,41,0.28,11.48
1,144,39,1.02,39.78
1,145,32,0.78,24.96
1,150,37,0.67,24.79
1,151,31,0.57,17.67
1,152,43,0.55,23.65
2,3,47,0.23,10.81
2,5,35,1.15,40.25
2,6,48,0.98,47.04
2,7,60,0.32,19.2
2,8,34,1.06,36.04
2,17,42,0.79,33.18
2,18,35,0.17,5.95
2,25,52,0.64,33.28
2,28,65,1.01,65.65
2,32,39,0.92,35.88
2,33,64,0.61,39.04
2,35,51,0.56,28.56
2,44,46,0.49,22.54
2,49,36,0.22,7.92
2,65,44,0.68,29.92
2,68,33,0.52,17.16
2,69,55,0.46,25.3
2,72,41,0.49,20.09
2,76,67,0.43,28.81
2,77,42,1.0,42.0
2,81,38,0.76,28.88
2,83,37,0.96,35.52
2,84,40,0.38,15.2
2,94,47,0.42,19.74
2,96,47,1.11,52.17
2,97,26,0.67,17.42
2,101,36,0.76,27.36
2,107,39,0.18,7.02
2,109,53,1.11,58.83
2,116,40,0.25,10.0
2,120,43,0.41,17.63
2,121,41,0.74,30.34
2,134,49,0.49,24.01
2,138,48,0.96,46.08
2,140,32,0.5,16.0
2,141,32,1.06,33.92
2,146,45,1.15,51.75
2,147,53,0.17,9.01
2,148,34,0.58,19.72
2,149,29,0.83,24.07
2,151,30,0.57,17.1
3,3,43,0.23,9.89
3,4,40,0.83,33.2
3,5,42,1.15,48.3
3,6,68,0.98,66.64
3,7,71,0.32,22.72
3,8,28,1.06,29.68
3,10,59,0.26,15.34
3,11,30,0.16,4.8
3,12,45,0.43,19.35
3,13,44,0.75,33.0
3,16,29,0.42,12.18
3,17,47,0.79,37.13
3,18,61,0.17,10.37
3,23,63,0.88,55.44
3,24,44,0.41,18.04
3,25,47,0.64,30.08
3,27,34,1.12,38.08
3,28,101,1.01,102.01
3,29,70,0.55,38.5
3,32,47,0.92,43.24
3,33,120,0.61,73.2
3,35,65,0.56,36.4
3,36,27,1.08,29.16
3,42,35,0.55,19.25
3,43,40,0.5,20.0
3,44,63,0.49,30.87
3,49,69,0.22,15.18
3,51,36,0.39,14.04
3,53,32,0.25,8.0
3,55,41,0.82,33.62
3,58,55,0.36,19.8
3,59,40,0.9,36.0
3,61,28,0.18,5.04
3,62,42,0.71,29.82
3,65,46,0.68,31.28
3,68,63,0.52,32.76
3,69,66,0.46,30.36
3,71,30,0.87,26.1
3,72,64,0.49,31.36
3,74,31,0.88,27.28
3,76,68,0.43,29.24
3,77,56,1.0,56.0
3,78,23,0.42,9.66
3,79,51,0.94,47.94
3,81,72,0.76,54.72
3,83,54,0.96,51.84
3,84,51,0.38,19.38
3,85,37,0.37,13.69
3,87,39,0.99,38.61
3,90,42,0.36,15.12
3,92,40,0.97,38.8
3,93,25,0.94,23.5
3,94,55,0.42,23.1
3,96,45,1.11,49.95
3,97,42,0.67,28.14
3,98,38,0.77,29.26
3,101,51,0.76,38.76
3,102,43,0.28,12.04
3,103,38,0.42,15.96
3,107,47,0.18,8.46
3,109,78,1.11,86.58
3,112,39,0.37,14.43
3,113,27,1.1,29.7
3,114,46,0.94,43.24
3,116,39,0.25,9.75
3,120,65,0.41,26.65
3,121,50,0.74,37.0
3,125,36,0.53,19.08
3,126,24,1.08,25.92
3,131,38,0.31,11.78
3,133,50,0.55,27.5
3,134,57,0.49,27.93
3,138,54,0.96,51.84
3,139,59,1.0,59.0
3,140,54,0.5,27.0
3,141,61,1.06,64.66
3,144,39,1.02,39.78
3,146,63,1.15,72.45
3,147,60,0.17,10.2
3,148,44,0.58,25.52
3,149,51,0.83,42.33
3,151,35,0.57,19.95
3,152,43,0.55,23.65
4,11,34,0.16,5.44
4,14,34,0.18,6.12
4,20,55,0.83,45.65
4,22,40,1.08,43.2
4,28,41,1.01,41.41
4,30,49,0.36,17.64
4,31,45,0.74,33.3
4,34,26,0.88,22.88
4,37,43,0.19,8.17
4,38,31,1.13,35.03
4,39,41,0.2,8.2
4,45,49,0.81,39.69
4,48,38,0.97,36.86
4,49,41,0.22,9.02
4,50,53,0.52,27.56
4,57,39,0.74,28.86
4,64,46,0.9,41.4
4,66,41,0.51,20.91
4,67,40,0.34,13.6
4,73,37,0.84,31.08
4,86,32,0.49,15.68
4,88,35,0.75,26.25
4,89,40,1.04,41.6
4,95,42,0.32,13.44
4,104,45,0.92,41.4
4,105,46,0.75,34.5
4,106,41,0.6,24.6
4,110,31,0.38,11.78
4,111,36,0.2,7.2
4,116,31,0.25,7.75
4,117,43,0.39,16.77
4,118,39,0.38,14.82
4,123,49,1.01,49.49
4,124,38,0.56,21.28
4,125,22,0.53,11.66
4,128,42,0.96,40.32
4,129,38,0.8,30.4
4,133,33,0.55,18.15
4,136,45,0.83,37.35
4,137,42,0.57,23.94
4,142,30,0.5,15.0
4,145,40,0.78,31.2
5,1,35,0.42,14.7
5,2,43,0.56,24.08
5,5,34,1.15,39.1
5,8,51,1.06,54.06
5,9,34,0.73,24.82
5,11,36,0.16,5.76
5,12,42,0.43,18.06
5,13,30,0.75,22.5
5,17,34,0.79,26.86
5,18,49,0.17,8.33
5,23,34,0.88,29.92
5,32,31,0.92,28.52
5,33,36,0.61,21.96
5,35,53,0.56,29.68
5,36,24,1.08,25.92
5,42,51,0.55,28.05
5,44,33,0.49,16.17
5,46,41,0.24,9.84
5,52,34,0.5,17.0
5,56,35,0.62,21.7
5,58,41,0.36,14.76
5,59,51,0.9,45.9
5,60,24,0.32,7.68
5,62,58,0.71,41.18
5,65,45,0.68,30.6
5,68,24,0.52,12.48
5,74,47,0.88,41.36
5,75,43,0.76,32.68
5,77,23,1.0,23.0
5,80,23,0.51,11.73
5,90,35,0.36,12.6
5,91,26,0.86,22.36
5,93,25,0.94,23.5
5,97,65,0.67,43.55
5,99,41,0.16,6.56
5,103,24,0.42,10.08
5,107,31,0.18,5.58
5,108,37,0.19,7.03
5,109,41,1.11,45.51
5,113,51,1.1,56.1
5,120,37,0.41,15.17
5,122,28,0.3,8.4
5,127,26,0.4,10.4
5,129,27,0.8,21.6
5,130,27,0.52,14.04
5,131,34,0.31,10.54
5,132,22,1.0,22.0
5,135,48,0.89,42.72
5,140,56,0.5,28.0
5,143,33,0.28,9.24
5,146,39,1.15,44.85
5,150,27,0.67,18.09
6,3,32,0.23,7.36
6,4,49,0.83,40.67
6,6,57,0.98,55.86
6,10,71,0.26,18.46
6,11,48,0.16,7.68
6,20,35,0.83,29.05
6,24,46,0.41,18.86
6,26,33,0.44,14.52
6,27,35,1.12,39.2
6,28,32,1.01,32.32
6,29,54,0.55,29.7
6,31,44,0.74,32.56
6,34,32,0.88,28.16
6,37,33,0.19,6.27
6,38,41,1.13,46.33
6,43,42,0.5,21.0
6,47,39,0.27,10.53
6,48,31,0.97,30.07
6,49,31,0.22,6.82
6,50,39,0.52,20.28
6,51,53,0.39,20.67
6,53,23,0.25,5.75
6,62,50,0.71,35.5
6,67,47,0.34,15.98
6,69,24,0.46,11.04
6,71,30,0.87,26.1
6,72,51,0.49,24.99
6,81,50,0.76,38.0
6,82,29,0.6,17.4
6,84,26,0.38,9.88
6,85,26,0.37,9.62
6,87,31,0.99,30.69
6,89,35,1.04,36.4
6,92,49,0.97,47.53
6,94,37,0.42,15.54
6,96,43,1.11,47.73
6,102,36,0.28,10.08
6,104,31,0.92,28.52
6,109,39,1.11,43.29
6,112,42,0.37,15.54
6,114,42,0.94,39.48
6,115,36,0.66,23.76
6,116,52,0.25,13.0
6,119,26,0.44,11.44
6,120,28,0.41,11.48
6,124,59,0.56,33.04
6,125,55,0.53,29.15
6,126,37,1.08,39.96
6,131,47,0.31,14.57
6,133,56,0.55,30.8
6,139,68,1.0,68.0
6,141,44,1.06,46.64
6,142,42,0.5,21.0
6,148,43,0.58,24.94
6,149,44,0.83,36.52
6,152,40,0.55,22.0
7,5,50,1.15,57.5
7,13,37,0.75,27.75
7,14,47,0.18,8.46
7,16,41,0.42,17.22
7,17,22,0.79,17.38
7,19,40,1.15,46.0
7,21,34,1.0,34.0
7,23,54,0.88,47.52
7,25,51,0.64,32.64
7,28,48,1.01,48.48
7,30,42,0.36,15.12
7,32,43,0.92,39.56
7,33,40,0.61,24.4
7,36,49,1.08,52.92
7,39,56,0.2,11.2
7,40,34,0.73,24.82
7,41,42,0.72,30.24
7,53,33,0.25,8.25
7,54,44,0.22,9.68
7,57,43,0.74,31.82
7,58,39,0.36,14.04
7,59,30,0.9,27.0
7,61,35,0.18,6.3
7,63,36,0.76,27.36
7,66,37,0.51,18.87
7,68,38,0.52,19.76
7,69,32,0.46,14.72
7,76,34,0.43,14.62
7,79,42,0.94,39.48
7,80,37,0.51,18.87
7,86,46,0.49,22.54
7,90,31,0.36,11.16
7,93,40,0.94,37.6
7,101,54,0.76,41.04
7,103,39,0.42,16.38
7,105,35,0.75,26.25
7,106,32,0.6,19.2
7,107,48,0.18,8.64
7,110,40,0.38,15.2
7,111,28,0.2,5.6
7,117,38,0.39,14.82
7,122,42,0.3,12.6
7,123,27,1.01,27.27
7,128,41,0.96,39.36
7,129,34,0.8,27.2
7,130,32,0.52,16.64
7,134,40,0.49,19.6
7,136,48,0.83,39.84
7,138,42,0.96,40.32
7,140,36,0.5,18.0
7,144,51,1.02,52.02
7,146,24,1.15,27.6
7,147,43,0.17,7.31
7,151,38,0.57,21.66
8,1,50,0.42,21.0
8,4,50,0.83,41.5
8,5,77,1.15,88.55
