1,65,3
1,132,3
1,117,4
1,18,2
1,61,2
1,137,2
1,63,1
1,59,1
1,33,5
1,23,1
1,20,2
2,32,4
2,117,5
2,18,2
2,132,4
2,35,5
2,107,1
2,87,4
2,58,1
2,79,5
2,139,2
2,11,1
2,109,4
2,60,3
2,88,4
2,89,5
3,69,3
3,147,4
3,32,1
3,84,2
3,27,2
3,121,1
3,97,5
3,19,1
3,120,1
3,49,5
3,5,2
3,25,2
3,38,1
4,58,5
4,148,2
4,79,2
4,108,5
4,47,5
4,44,2
4,98,2
4,152,3
4,146,2
4,8,1
4,35,2
4,101,5
4,109,3
4,3,4
4,38,4
5,43,3
5,97,5
5,126,1
5,119,2
5,95,1
5,20,4
5,136,1
5,94,1
5,9,3
5,11,4
5,140,1
5,65,3
5,44,1
6,39,5
6,80,2
6,60,2
6,97,1
6,95,5
6,143,5
6,20,5
7,30,4
7,121,4
7,147,5
7,89,5
7,94,3
7,8,4
7,42,5
7,62,5
8,114,3
8,31,4
8,139,3
8,71,2
8,67,5
8,11,3
8,59,1
8,41,5
8,72,1
9,84,3
9,63,1
9,152,4
9,135,2
9,46,2
9,2,1
9,120,4
9,95,3
9,131,5
9,146,3
9,65,2
9,116,4
9,86,4
9,77,5
10,150,1
10,44,4
10,116,2
10,85,5
10,4,4
10,63,3
10,138,2
10,110,1
10,32,2
10,56,3
11,126,2
11,11,4
11,119,4
11,56,5
11,80,4
11,151,1
11,42,1
11,93,5
11,73,5
11,108,1
11,114,1
11,31,1
11,106,3
11,131,5
11,128,1
12,8,3
12,12,4
12,107,3
12,16,1
12,15,5
12,74,1
12,78,1
12,24,5
12,6,3
12,112,3
12,49,5
12,51,4
12,20,3
13,16,3
13,61,2
13,140,3
13,25,2
13,10,2
13,92,2
13,151,5
13,113,3
13,107,1
13,44,4
13,4,5
14,85,3
14,120,4
14,22,2
14,133,1
14,50,1
14,103,4
14,110,4
14,5,5
14,81,4
14,69,5
14,43,2
14,117,4
14,60,1
15,136,2
15,17,2
15,148,3
15,81,5
15,130,2
15,49,2
15,113,5
15,122,3
15,84,5
15,27,3
15,13,3
15,65,5
15,102,5
16,35,4
16,57,1
16,12,1
16,140,4
16,98,4
16,2,3
16,112,3
16,50,3
16,42,3
16,81,5
16,141,4
16,78,4
16,43,2
16,96,1
17,87,4
17,2,4
17,107,2
17,36,3
17,106,2
17,62,5
17,34,3
17,123,4
17,85,5
17,81,3
18,12,1
18,131,5
18,89,3
18,42,3
18,123,3
18,43,1
18,139,3
19,74,4
19,31,2
19,24,3
19,37,5
19,52,2
19,3,1
19,109,4
19,13,4
19,104,5
19,97,3
19,72,5
19,50,2
19,35,3
20,125,2
20,89,3
20,113,1
20,54,1
20,58,5
20,5,5
20,36,4
20,83,1
20,39,5
21,124,5
21,82,4
21,120,5
21,11,3
21,118,3
21,89,1
21,147,2
21,72,2
21,77,3
21,90,4
21,149,2
22,68,4
22,141,2
22,123,4
22,135,3
22,11,5
22,57,3
22,139,3
23,37,1
23,134,4
23,24,5
23,125,1
23,80,5
23,95,1
23,140,4
23,123,2
23,56,5
23,111,1
23,128,2
23,102,5
23,19,4
23,49,1
23,137,2
24,97,3
24,8,2
24,50,3
24,81,4
24,63,1
24,52,5
24,140,3
24,80,2
24,94,3
25,28,5
25,149,5
25,69,1
25,85,3
25,10,1
25,133,2
25,27,3
25,76,1
25,49,5
25,103,2
25,65,1
26,104,5
26,49,1
26,124,4
26,73,1
26,102,4
26,107,4
26,59,2
26,44,3
26,62,4
26,29,4
26,137,1
26,48,1
26,139,3
26,97,4
26,90,5
27,46,3
27,31,1
27,23,5
27,21,5
27,50,3
27,77,3
27,28,1
27,115,1
27,111,3
27,57,1
27,68,4
27,38,3
27,152,3
27,83,1
28,47,3
28,57,5
28,61,5
28,23,1
28,115,2
28,74,4
28,18,1
28,25,3
28,101,2
29,46,5
29,99,4
29,45,3
29,97,1
29,132,2
29,37,2
29,136,2
30,26,4
30,50,4
30,101,2
30,42,3
30,72,3
30,37,2
30,76,1
30,63,4
30,96,5
30,18,1
30,129,5
30,55,3
30,22,4
30,125,4
31,83,5
31,1,1
31,122,5
31,29,1
31,99,3
31,54,1
31,130,3
31,10,4
31,145,3
31,21,5
31,36,3
31,34,2
31,24,3
32,71,1
32,36,3
32,61,1
32,3,4
32,81,4
32,21,5
32,75,1
32,20,1
32,31,1
32,109,1
33,150,4
33,131,2
33,111,5
33,137,5
33,27,1
33,33,5
33,23,2
33,87,4
33,35,4
33,17,5
33,30,4
33,45,3
33,29,2
33,128,1
33,132,3
34,96,4
34,129,2
34,140,2
34,23,4
34,79,4
34,120,2
34,52,3
34,14,4
35,23,2
35,30,1
35,149,5
35,2,2
35,108,1
35,109,2
35,19,1
35,64,5
35,51,5
35,131,5
35,133,5
35,18,3
35,6,3
35,146,5
36,72,5
36,134,4
36,106,4
36,31,3
36,126,4
36,109,5
36,51,2
36,3,3
36,97,2
36,125,4
36,28,2
36,138,5
36,152,1
37,81,5
37,57,2
37,145,3
37,79,5
37,110,2
37,144,4
37,48,2
37,12,3
37,55,1
37,49,4
37,118,2
37,33,4
37,75,2
38,97,3
38,94,2
38,114,4
38,62,5
38,90,3
38,4,1
38,101,2
38,77,4
38,109,1
38,100,1
38,133,2
38,29,5
38,53,4
38,112,1
38,125,2
39,24,5
39,27,5
39,138,1
39,3,2
39,128,4
39,147,4
39,105,4
39,86,2
40,28,1
40,56,5
40,143,5
40,95,1
40,94,1
40,9,1
40,34,2
40,123,5
40,131,1
40,6,3
40,5,2
40,16,3
40,54,1
40,58,2
41,38,2
41,58,2
41,36,2
41,65,2
41,116,4
41,122,2
41,47,2
41,124,3
41,128,5
41,131,5
42,142,5
42,96,2
42,10,5
42,6,5
42,127,5
42,12,4
42,62,3
42,133,5
43,129,3
43,130,5
43,69,2
43,9,2
43,98,3
43,143,1
43,103,3
43,125,5
43,84,1
43,150,1
43,13,3
43,42,3
44,9,1
44,131,3
44,76,5
44,140,3
44,46,3
44,141,2
44,66,1
44,151,3
44,33,2
44,69,5
44,64,3
44,100,3
45,64,4
45,83,4
45,99,3
45,20,1
45,91,2
45,65,1
45,9,4
45,150,5
45,77,4
45,36,5
45,94,1
45,79,5
45,90,1
45,34,1
45,60,3
46,52,4
46,17,4
46,107,1
46,129,4
46,140,4
46,10,1
46,50,3
46,30,2
46,80,2
46,146,1
46,135,3
47,2,4
47,22,3
47,42,2
47,126,2
47,57,1
47,107,1
47,23,4
47,31,2
47,30,2
47,28,4
47,66,1
47,14,2
47,106,5
47,32,5
47,129,2
48,92,1
48,11,3
48,42,4
48,95,4
48,7,1
48,129,1
48,60,2
48,145,2
48,62,4
48,105,2
49,26,2
49,5,1
49,96,5
49,40,4
49,100,1
49,65,5
49,137,3
49,101,4
49,143,4
49,28,2
49,72,5
49,42,5
49,4,1
49,70,1
50,116,2
50,13,1
50,150,4
50,74,1
50,70,1
50,105,3
50,100,1
50,128,1
50,28,5
50,29,3
50,125,1
50,80,5
51,124,3
51,10,2
51,58,2
51,75,2
51,37,4
51,144,5
51,109,2
51,134,4
52,101,5
52,76,4
52,140,3
52,36,5
52,122,3
52,103,1
52,94,3
52,13,1
52,52,3
52,152,5
53,49,4
53,7,3
53,97,2
53,104,2
53,148,3
53,144,1
53,46,1
54,112,3
54,106,3
54,88,2
54,42,3
54,8,3
54,121,4
54,68,5
54,74,1
54,36,1
54,27,4
54,145,1
55,79,5
55,28,4
55,86,3
55,53,1
55,36,4
55,7,2
55,50,5
55,122,2
56,85,1
56,102,3
56,128,2
56,18,5
56,24,5
56,121,2
56,72,3
56,75,1
56,116,4
56,138,2
56,126,1
56,93,4
56,8,3
56,133,4
56,111,1
57,109,5
57,140,3
57,10,3
57,149,4
57,113,5
57,146,3
57,33,5
57,105,1
57,88,3
57,20,3
57,55,4
57,3,1
58,150,3
58,26,3
58,105,5
58,88,2
58,34,4
58,151,3
58,64,5
58,74,3
59,49,2
59,91,5
59,126,2
59,97,1
59,42,3
59,151,3
59,24,5
59,54,5
59,146,3
59,106,4
59,25,1
59,11,5
59,59,4
60,43,2
60,56,3
60,46,5
60,16,1
60,141,4
60,3,2
60,12,4
60,59,3
60,129,3
60,94,1
60,107,2
60,75,2
60,68,1
60,66,3
